employee_id,gender,team,financial_q,role_seniority,leadership_for_level,productivity,salary
24526,Man,Client services,2019 Q2,Entry-level,Appropriate for level,36,"$31,200"
24526,Man,Client services,2019 Q1,Entry-level,Appropriate for level,17,"$31,200"
24526,Man,Client services,2018 Q4,Entry-level,Appropriate for level,16,"$31,200"
24525,Woman,Client services,2020 Q4,Junior I,Appropriate for level,44,"$35,600"
24525,Woman,Client services,2020 Q3,Junior I,Appropriate for level,43,"$35,600"
24525,Woman,Client services,2020 Q2,Junior I,Appropriate for level,43,"$35,600"
24525,Woman,Client services,2020 Q1,Junior I,Appropriate for level,43,"$35,600"
24525,Woman,Client services,2019 Q4,Junior I,Appropriate for level,42,"$35,600"
24525,Woman,Client services,2019 Q3,Junior I,Appropriate for level,41,"$35,600"
24525,Woman,Client services,2019 Q2,Junior I,Appropriate for level,41,"$35,600"
24524,Woman,Client services,2020 Q4,Junior I,Appropriate for level,58,"$29,300"
24524,Woman,Client services,2020 Q3,Junior I,Appropriate for level,56,"$29,300"
24524,Woman,Client services,2020 Q2,Junior I,Appropriate for level,57,"$29,300"
24524,Woman,Client services,2020 Q1,Junior I,Appropriate for level,56,"$29,300"
24524,Woman,Client services,2019 Q4,Junior I,Appropriate for level,53,"$29,300"
24524,Woman,Client services,2019 Q3,Junior I,Appropriate for level,53,"$29,300"
24524,Woman,Client services,2019 Q2,Junior I,Appropriate for level,55,"$29,300"
24524,Woman,Client services,2019 Q1,Junior I,Appropriate for level,54,"$29,300"
24524,Woman,Client services,2018 Q4,Junior I,Appropriate for level,54,"$29,300"
24524,Woman,Client services,2018 Q3,Junior I,Appropriate for level,52,"$29,300"
24524,Woman,Client services,2018 Q2,Junior I,Appropriate for level,52,"$29,300"
24523,Woman,Client services,2020 Q4,Junior I,Appropriate for level,54,"$34,200"
24523,Woman,Client services,2020 Q3,Junior I,Needs improvement,53,"$34,200"
24523,Woman,Client services,2020 Q2,Junior I,Appropriate for level,54,"$34,200"
24523,Woman,Client services,2020 Q1,Junior I,Appropriate for level,53,"$34,200"
24523,Woman,Client services,2019 Q4,Junior I,Appropriate for level,53,"$34,200"
24523,Woman,Client services,2019 Q3,Junior I,Appropriate for level,53,"$34,200"
24522,Man,Client services,2020 Q4,Junior I,Appropriate for level,37,"$31,500"
24522,Man,Client services,2020 Q3,Junior I,Appropriate for level,37,"$31,500"
24522,Man,Client services,2020 Q2,Junior I,Appropriate for level,36,"$31,500"
24522,Man,Client services,2020 Q1,Junior I,Appropriate for level,37,"$31,500"
24522,Man,Client services,2019 Q4,Junior I,Appropriate for level,36,"$31,500"
24522,Man,Client services,2019 Q3,Junior I,Appropriate for level,36,"$31,500"
24522,Man,Client services,2019 Q2,Junior I,Appropriate for level,36,"$31,500"
24522,Man,Client services,2019 Q1,Junior I,Appropriate for level,35,"$31,500"
24522,Man,Client services,2018 Q4,Junior I,Appropriate for level,35,"$31,500"
24522,Man,Client services,2018 Q3,Junior I,Appropriate for level,35,"$31,500"
24522,Man,Client services,2018 Q2,Junior I,Appropriate for level,33,"$31,500"
24521,Man,Client services,2020 Q4,Junior I,Appropriate for level,46,"$35,100"
24521,Man,Client services,2020 Q3,Junior I,Appropriate for level,46,"$35,100"
24521,Man,Client services,2020 Q2,Junior I,Appropriate for level,46,"$35,100"
24521,Man,Client services,2020 Q1,Entry-level,Appropriate for level,64,"$31,400"
24521,Man,Client services,2019 Q4,Entry-level,Appropriate for level,44,"$31,400"
24521,Man,Client services,2019 Q3,Entry-level,Appropriate for level,43,"$31,400"
24521,Man,Client services,2019 Q2,Entry-level,Appropriate for level,44,"$31,400"
24521,Man,Client services,2019 Q1,Entry-level,Appropriate for level,42,"$31,400"
24520,Man,Client services,2020 Q4,Junior I,Appropriate for level,49,"$33,700"
24520,Man,Client services,2020 Q3,Junior I,Appropriate for level,49,"$33,700"
24520,Man,Client services,2020 Q2,Junior I,Appropriate for level,49,"$33,700"
24520,Man,Client services,2020 Q1,Junior I,Appropriate for level,48,"$33,700"
24520,Man,Client services,2019 Q4,Junior I,Appropriate for level,47,"$33,700"
24520,Man,Client services,2019 Q3,Junior I,Appropriate for level,48,"$33,700"
24520,Man,Client services,2019 Q2,Junior I,Appropriate for level,47,"$33,700"
24520,Man,Client services,2019 Q1,Junior I,Appropriate for level,46,"$33,700"
24520,Man,Client services,2018 Q4,Junior I,Appropriate for level,46,"$33,700"
24519,Woman,Client services,2020 Q4,Junior I,Appropriate for level,48,"$37,300"
24519,Woman,Client services,2020 Q3,Junior I,Appropriate for level,48,"$37,300"
24519,Woman,Client services,2020 Q2,Junior I,Needs improvement,47,"$37,300"
24519,Woman,Client services,2020 Q1,Entry-level,Appropriate for level,72,"$33,500"
24519,Woman,Client services,2019 Q4,Entry-level,Appropriate for level,50,"$33,500"
24519,Woman,Client services,2019 Q3,Entry-level,Appropriate for level,51,"$33,500"
24519,Woman,Client services,2019 Q2,Entry-level,Appropriate for level,49,"$33,500"
24519,Woman,Client services,2019 Q1,Entry-level,Appropriate for level,50,"$33,500"
24519,Woman,Client services,2018 Q4,Entry-level,Appropriate for level,48,"$33,500"
24519,Woman,Client services,2018 Q3,Entry-level,Appropriate for level,50,"$33,500"
24519,Woman,Client services,2018 Q2,Entry-level,Appropriate for level,48,"$33,500"
24518,Man,Client services,2020 Q4,Junior I,Appropriate for level,57,"$38,000"
24518,Man,Client services,2020 Q3,Junior I,Appropriate for level,58,"$38,000"
24518,Man,Client services,2020 Q2,Junior I,Appropriate for level,58,"$38,000"
24518,Man,Client services,2020 Q1,Entry-level,Appropriate for level,74,"$34,200"
24518,Man,Client services,2019 Q4,Entry-level,Appropriate for level,55,"$34,200"
24518,Man,Client services,2019 Q3,Entry-level,Appropriate for level,54,"$34,200"
24518,Man,Client services,2019 Q2,Entry-level,Appropriate for level,54,"$34,200"
24518,Man,Client services,2019 Q1,Entry-level,Appropriate for level,52,"$34,200"
24517,Woman,Client services,2020 Q4,Junior I,Appropriate for level,71,"$35,500"
24517,Woman,Client services,2020 Q3,Junior I,Appropriate for level,72,"$35,500"
24517,Woman,Client services,2020 Q2,Junior I,Appropriate for level,70,"$35,500"
24517,Woman,Client services,2020 Q1,Junior I,Appropriate for level,69,"$35,500"
24517,Woman,Client services,2019 Q4,Junior I,Appropriate for level,69,"$35,500"
24517,Woman,Client services,2019 Q3,Junior I,Appropriate for level,69,"$35,500"
24517,Woman,Client services,2019 Q2,Junior I,Appropriate for level,69,"$35,500"
24517,Woman,Client services,2019 Q1,Junior I,Appropriate for level,68,"$35,500"
24516,Woman,Client services,2020 Q4,Junior I,Appropriate for level,31,"$32,300"
24516,Woman,Client services,2020 Q3,Junior I,Appropriate for level,30,"$32,300"
24516,Woman,Client services,2020 Q2,Junior I,Appropriate for level,30,"$32,300"
24516,Woman,Client services,2020 Q1,Junior I,Needs improvement,29,"$32,300"
24516,Woman,Client services,2019 Q4,Junior I,Appropriate for level,30,"$32,300"
24516,Woman,Client services,2019 Q3,Junior I,Appropriate for level,28,"$32,300"
24516,Woman,Client services,2019 Q2,Junior I,Appropriate for level,28,"$32,300"
24516,Woman,Client services,2019 Q1,Junior I,Appropriate for level,28,"$32,300"
24516,Woman,Client services,2018 Q4,Junior I,Appropriate for level,27,"$32,300"
24516,Woman,Client services,2018 Q3,Junior I,Appropriate for level,26,"$32,300"
24515,Woman,Client services,2020 Q4,Junior I,Appropriate for level,58,"$38,400"
24515,Woman,Client services,2020 Q3,Junior I,Appropriate for level,58,"$38,400"
24515,Woman,Client services,2020 Q2,Junior I,Appropriate for level,57,"$38,400"
24515,Woman,Client services,2020 Q1,Junior I,Appropriate for level,57,"$38,400"
24515,Woman,Client services,2019 Q4,Junior I,Appropriate for level,56,"$38,400"
24515,Woman,Client services,2019 Q3,Entry-level,Appropriate for level,51,"$34,600"
24515,Woman,Client services,2019 Q2,Entry-level,Needs improvement,30,"$34,600"
24515,Woman,Client services,2019 Q1,Entry-level,Appropriate for level,28,"$34,600"
24515,Woman,Client services,2018 Q4,Entry-level,Needs improvement,29,"$34,600"
24515,Woman,Client services,2018 Q3,Entry-level,Appropriate for level,28,"$34,600"
24515,Woman,Client services,2018 Q2,Entry-level,Needs improvement,27,"$34,600"
24514,Man,Client services,2020 Q4,Junior I,Appropriate for level,79,"$33,000"
24514,Man,Client services,2020 Q3,Junior I,Appropriate for level,78,"$33,000"
24514,Man,Client services,2020 Q2,Junior I,Exceeds expectations,78,"$33,000"
24514,Man,Client services,2020 Q1,Junior I,Exceeds expectations,78,"$33,000"
24514,Man,Client services,2019 Q4,Entry-level,Exceeds expectations,66,"$29,200"
24514,Man,Client services,2019 Q3,Entry-level,Appropriate for level,46,"$29,200"
24514,Man,Client services,2019 Q2,Entry-level,Appropriate for level,45,"$29,200"
24514,Man,Client services,2019 Q1,Entry-level,Appropriate for level,44,"$29,200"
24513,Man,Client services,2020 Q4,Junior I,Appropriate for level,39,"$38,600"
24513,Man,Client services,2020 Q3,Junior I,Appropriate for level,38,"$38,600"
24513,Man,Client services,2020 Q2,Junior I,Appropriate for level,37,"$38,600"
24513,Man,Client services,2020 Q1,Junior I,Appropriate for level,37,"$38,600"
24513,Man,Client services,2019 Q4,Junior I,Appropriate for level,36,"$38,600"
24513,Man,Client services,2019 Q3,Junior I,Appropriate for level,37,"$38,600"
24513,Man,Client services,2019 Q2,Entry-level,Appropriate for level,81,"$34,900"
24513,Man,Client services,2019 Q1,Entry-level,Appropriate for level,60,"$34,900"
24513,Man,Client services,2018 Q4,Entry-level,Appropriate for level,60,"$34,900"
24512,Woman,Client services,2020 Q4,Junior I,Appropriate for level,46,"$35,200"
24512,Woman,Client services,2020 Q3,Junior I,Appropriate for level,45,"$35,200"
24512,Woman,Client services,2020 Q2,Junior I,Appropriate for level,44,"$35,200"
24512,Woman,Client services,2020 Q1,Junior I,Appropriate for level,44,"$35,200"
24512,Woman,Client services,2019 Q4,Junior I,Appropriate for level,44,"$35,200"
24512,Woman,Client services,2019 Q3,Junior I,Appropriate for level,45,"$35,200"
24512,Woman,Client services,2019 Q2,Junior I,Appropriate for level,45,"$35,200"
24512,Woman,Client services,2019 Q1,Junior I,Appropriate for level,44,"$35,200"
24511,Woman,Client services,2020 Q4,Junior I,Needs improvement,25,"$29,000"
24511,Woman,Client services,2020 Q3,Junior I,Needs improvement,23,"$29,000"
24511,Woman,Client services,2020 Q2,Junior I,Needs improvement,24,"$29,000"
24511,Woman,Client services,2020 Q1,Junior I,Needs improvement,24,"$29,000"
24511,Woman,Client services,2019 Q4,Junior I,Appropriate for level,23,"$29,000"
24511,Woman,Client services,2019 Q3,Junior I,Needs improvement,23,"$29,000"
24511,Woman,Client services,2019 Q2,Junior I,Appropriate for level,23,"$29,000"
24511,Woman,Client services,2019 Q1,Junior I,Appropriate for level,21,"$29,000"
24511,Woman,Client services,2018 Q4,Junior I,Needs improvement,20,"$29,000"
24511,Woman,Client services,2018 Q3,Junior I,Needs improvement,21,"$29,000"
24511,Woman,Client services,2018 Q2,Entry-level,Appropriate for level,87,"$25,200"
24511,Woman,Client services,2018 Q1,Entry-level,Appropriate for level,64,"$25,200"
24510,Woman,Client services,2020 Q4,Junior II,Appropriate for level,64,"$38,200"
24510,Woman,Client services,2020 Q3,Junior II,Appropriate for level,63,"$38,200"
24510,Woman,Client services,2020 Q2,Junior II,Appropriate for level,62,"$38,200"
24510,Woman,Client services,2020 Q1,Junior II,Appropriate for level,63,"$38,200"
24510,Woman,Client services,2019 Q4,Junior II,Appropriate for level,61,"$38,200"
24510,Woman,Client services,2019 Q3,Junior II,Appropriate for level,60,"$38,200"
24510,Woman,Client services,2019 Q2,Junior II,Appropriate for level,61,"$38,200"
24510,Woman,Client services,2019 Q1,Junior II,Appropriate for level,61,"$38,200"
24510,Woman,Client services,2018 Q4,Junior II,Appropriate for level,60,"$38,200"
24510,Woman,Client services,2018 Q3,Junior II,Appropriate for level,61,"$38,200"
24510,Woman,Client services,2018 Q2,Junior II,Appropriate for level,60,"$38,200"
24510,Woman,Client services,2018 Q1,Junior II,Appropriate for level,60,"$38,200"
24510,Woman,Client services,2017 Q4,Junior II,Appropriate for level,58,"$38,200"
24510,Woman,Client services,2017 Q3,Junior II,Appropriate for level,57,"$38,200"
24509,Woman,Client services,2020 Q4,Junior II,Appropriate for level,54,"$40,200"
24509,Woman,Client services,2020 Q3,Junior II,Appropriate for level,53,"$40,200"
24509,Woman,Client services,2020 Q2,Junior II,Appropriate for level,53,"$40,200"
24509,Woman,Client services,2020 Q1,Junior I,Appropriate for level,48,"$38,700"
24509,Woman,Client services,2019 Q4,Junior I,Needs improvement,28,"$38,700"
24509,Woman,Client services,2019 Q3,Junior I,Appropriate for level,28,"$38,700"
24509,Woman,Client services,2019 Q2,Junior I,Appropriate for level,27,"$38,700"
24509,Woman,Client services,2019 Q1,Junior I,Needs improvement,27,"$38,700"
24509,Woman,Client services,2018 Q4,Junior I,Needs improvement,27,"$38,700"
24509,Woman,Client services,2018 Q3,Junior I,Needs improvement,26,"$38,700"
24509,Woman,Client services,2018 Q2,Junior I,Appropriate for level,25,"$38,700"
24509,Woman,Client services,2018 Q1,Junior I,Appropriate for level,25,"$38,700"
24508,Man,Client services,2020 Q4,Junior II,Appropriate for level,60,"$38,300"
24508,Man,Client services,2020 Q3,Junior II,Appropriate for level,59,"$38,300"
24508,Man,Client services,2020 Q2,Junior II,Appropriate for level,57,"$38,300"
24508,Man,Client services,2020 Q1,Junior II,Appropriate for level,58,"$38,300"
24508,Man,Client services,2019 Q4,Junior I,Appropriate for level,27,"$36,800"
24508,Man,Client services,2019 Q3,Junior I,Appropriate for level,7,"$36,800"
24508,Man,Client services,2019 Q2,Junior I,Appropriate for level,7,"$36,800"
24508,Man,Client services,2019 Q1,Junior I,Appropriate for level,7,"$36,800"
24508,Man,Client services,2018 Q4,Junior I,Appropriate for level,6,"$36,800"
24508,Man,Client services,2018 Q3,Junior I,Appropriate for level,7,"$36,800"
24508,Man,Client services,2018 Q2,Junior I,Appropriate for level,5,"$36,800"
24508,Man,Client services,2018 Q1,Entry-level,Appropriate for level,64,"$33,100"
24508,Man,Client services,2017 Q4,Entry-level,Appropriate for level,43,"$33,100"
24507,Man,Client services,2020 Q4,Junior II,Appropriate for level,76,"$37,000"
24507,Man,Client services,2020 Q3,Junior II,Appropriate for level,75,"$37,000"
24507,Man,Client services,2020 Q2,Junior II,Appropriate for level,75,"$37,000"
24507,Man,Client services,2020 Q1,Junior II,Appropriate for level,75,"$37,000"
24507,Man,Client services,2019 Q4,Junior II,Appropriate for level,75,"$37,000"
24507,Man,Client services,2019 Q3,Junior II,Appropriate for level,74,"$37,000"
24507,Man,Client services,2019 Q2,Junior II,Exceeds expectations,75,"$37,000"
24507,Man,Client services,2019 Q1,Junior I,Appropriate for level,67,"$35,500"
24507,Man,Client services,2018 Q4,Junior I,Appropriate for level,48,"$35,500"
24507,Man,Client services,2018 Q3,Junior I,Appropriate for level,48,"$35,500"
24507,Man,Client services,2018 Q2,Junior I,Appropriate for level,46,"$35,500"
24507,Man,Client services,2018 Q1,Junior I,Appropriate for level,46,"$35,500"
24507,Man,Client services,2017 Q4,Junior I,Appropriate for level,46,"$35,500"
24506,Woman,Client services,2020 Q4,Junior II,Appropriate for level,48,"$38,100"
24506,Woman,Client services,2020 Q3,Junior II,Appropriate for level,49,"$38,100"
24506,Woman,Client services,2020 Q2,Junior II,Appropriate for level,49,"$38,100"
24506,Woman,Client services,2020 Q1,Junior II,Appropriate for level,49,"$38,100"
24506,Woman,Client services,2019 Q4,Junior II,Appropriate for level,47,"$38,100"
24506,Woman,Client services,2019 Q3,Junior II,Appropriate for level,49,"$38,100"
24506,Woman,Client services,2019 Q2,Junior II,Appropriate for level,47,"$38,100"
24506,Woman,Client services,2019 Q1,Junior II,Appropriate for level,46,"$38,100"
24506,Woman,Client services,2018 Q4,Junior II,Appropriate for level,47,"$38,100"
24506,Woman,Client services,2018 Q3,Junior II,Appropriate for level,46,"$38,100"
24506,Woman,Client services,2018 Q2,Junior II,Appropriate for level,45,"$38,100"
24506,Woman,Client services,2018 Q1,Junior II,Appropriate for level,45,"$38,100"
24506,Woman,Client services,2017 Q4,Junior II,Appropriate for level,44,"$38,100"
24506,Woman,Client services,2017 Q3,Junior II,Needs improvement,44,"$38,100"
24506,Woman,Client services,2017 Q2,Junior II,Appropriate for level,44,"$38,100"
24505,Man,Client services,2020 Q4,Junior II,Appropriate for level,83,"$38,900"
24505,Man,Client services,2020 Q3,Junior II,Appropriate for level,82,"$38,900"
24505,Man,Client services,2020 Q2,Junior II,Appropriate for level,80,"$38,900"
24505,Man,Client services,2020 Q1,Junior II,Appropriate for level,82,"$38,900"
24505,Man,Client services,2019 Q4,Junior I,Appropriate for level,50,"$37,400"
